raw_relation,normalized_relation,count
EXHIBITS_SHIFT_DUE_TO,HAS_OR_EXHIBITS,3
EXHIBITS_BROADENING_DUE_TO,HAS_OR_EXHIBITS,3
INDICATES_PREVALENCE_OF,OBSERVES_OR_MEASURES,3
SLIP_ON,OTHER,3
INFERRED_FROM,OTHER,3
HAS_HIGHER_PROPERTY_THAN,HAS_OR_EXHIBITS,3
CONTAINS_AS_SOLUTE,CONTAINS_OR_PART_OF,3
IS_AVOIDED_IN,IS_A,3
FORM_DURING,PRODUCES_OR_TRANSFORMS_TO,3
LOCATED_BENEATH,LOCATED_OR_OCCURS_IN,3
MIGRATES_ALONG,OTHER,3
CLUSTERS_AT,OTHER,3
DEFINES_BOUNDARY_WITH,DESCRIBES_OR_DEFINES,3
PLACED_AT,OTHER,3
HINDERS_CORRELATION_WITH,REDUCES_OR_INHIBITS,3
CAUSES_ANISOTROPY_IN,CAUSES_OR_CONTRIBUTES_TO,3
ENHANCE_RESISTANCE_TO,PROMOTES_OR_INCREASES,3
USED_AS_SUBSTRATE_IN,USES_OR_APPLIES_TO,3
PROVIDES_FRAMEWORK_FOR,PROMOTES_OR_INCREASES,3
HAS_LOWER_THERMAL_EXPANSION_THAN,HAS_OR_EXHIBITS,3
LOCKS,OTHER,3
SHARE_PROPERTY,OTHER,3
HAS_ORBITAL,HAS_OR_EXHIBITS,3
DEFINED_UNDER,DESCRIBES_OR_DEFINES,3
USED_RESOURCE_FROM,USES_OR_APPLIES_TO,3
LINKED,OTHER,3
CATEGORIZED,OTHER,3
PROVIDE_DATA_TO,PROMOTES_OR_INCREASES,3
DEFINES_RELATION,CORRELATES_WITH,3
PUBLISHED_ON,PUBLICATION_METADATA,3
SHARES_CATEGORY_WITH,OTHER,3
ABBREVIATES,OTHER,3
BELONGS_TO_SAME_GROUP,CONTAINS_OR_PART_OF,3
SAME_MATERIAL_HOLE_ELECTRON_MOBILITY,OTHER,3
SHARES_DIMENSIONS_WITH,OTHER,3
POTENTIALLY_IMPROVES,PROMOTES_OR_INCREASES,3
MODIFIES_MORPHOLOGY,AFFECTS_OR_INFLUENCES,3
IS_REMOVED_DURING,TEMPORAL_ORDER,3
HAS_HIGHER_FRACTURE_TOUGHNESS_THAN,HAS_OR_EXHIBITS,3
NAMED_AFTER,OTHER,3
HAS_MEASURE_AT,HAS_OR_EXHIBITS,3
IMPROVES_OXIDATION_RESISTANCE,PROMOTES_OR_INCREASES,3
ENCODES,OTHER,3
INCREASES_CORROSION,PROMOTES_OR_INCREASES,3
HAS_LIMIT_FOR,HAS_OR_EXHIBITS,3
APPROACH,OTHER,3
EXHIBITS_STAGE,HAS_OR_EXHIBITS,3
MUST_BE_LOWER_THAN,OTHER,3
HAS_PROPERTIES_IN,HAS_OR_EXHIBITS,3
DECREASES_STABILITY_OF,REDUCES_OR_INHIBITS,3
IS_HARDENED_BY,OTHER,3
OUTPERFORMED_BY,PRODUCES_OR_TRANSFORMS_TO,3
EXHIBITS_BEHAVIOR_NEAR,HAS_OR_EXHIBITS,3
DATA_INCLUDED_IN,CONTAINS_OR_PART_OF,3
RELATED_MATERIAL_IN_STUDY,CORRELATES_WITH,3
IS_EXCLUSIVE_PRODUCTION_METHOD_FOR,PRODUCES_OR_TRANSFORMS_TO,3
HAS_BASELINE,HAS_OR_EXHIBITS,3
SUBDIVIDES_INTO,OTHER,3
BARRIERS_AGAINST,OTHER,3
IS_CONCENTRATED_IN,OTHER,3
PROCESSES_INTO,PROCESSED_OR_SUBJECTED_TO,3
SUITED_FOR_BRAZING,OTHER,3
IS_ATTACKED_BY,IS_A,3
IS_A_SPECIAL_CASE_OF,IS_A,3
HAS_PERPENDICULAR,HAS_OR_EXHIBITS,3
HAS_LOWER_TENSILE_STRENGTH_THAN,HAS_OR_EXHIBITS,3
IS_EXTRUDED_INTO,OTHER,3
JOINED_VIA,CONNECTS_OR_FLOWS_TO,3
RELEVANT_IN,OTHER,3
ABLATES,OTHER,3
STRUCTURAL_ANALOG,OTHER,3
BENDS_AT,OTHER,3
 FORMS,PRODUCES_OR_TRANSFORMS_TO,3
HAS_DIRECTIONAL_HOLE_MASS,HAS_OR_EXHIBITS,3
DEFINED_WITH,DESCRIBES_OR_DEFINES,3
DEGRADES_UNDER,REDUCES_OR_INHIBITS,3
HAS_CRITICAL_TEMPERATURE_ABOVE,HAS_OR_EXHIBITS,3
CRYSTALLIZES_AS,OTHER,3
ARE_IMPORTANT_IN,OTHER,3
HAS_STACKS,HAS_OR_EXHIBITS,3
MUST_WITHSTAND,OTHER,3
SHEATHES,OTHER,3
REQUIRED_FOR_FORMATION_OF,PRODUCES_OR_TRANSFORMS_TO,3
PINS_PANCAKE_VORTICES_IN,OTHER,3
COMPILED_IN,OTHER,3
REDUCES_LOSSES_IN,REDUCES_OR_INHIBITS,3
PARTICIPATES_IN_REACTION_WITH,CONTAINS_OR_PART_OF,3
ALTERNATIVE_FORM_OF,AFFECTS_OR_INFLUENCES,3
COUPLES_TO,OTHER,3
EXTRACTS_FROM,OTHER,3
DEVELOPED_IN,PRODUCES_OR_TRANSFORMS_TO,3
REVEALS_SENSITIVITY_OF,OBSERVES_OR_MEASURES,3
RELOADED_ALONG,OTHER,3
EXHIBITS_PEAK,HAS_OR_EXHIBITS,3
IS_A_GRAIN_BOUNDARY_IN,IS_A,3
REACTANT_IN,INTERACTS_WITH,3
LOADED_ALONG,OTHER,3
MAPPED_USING,OTHER,3
INCLUDES_REFERENCE_FOR,PUBLICATION_METADATA,3
HAS_SLOWER,HAS_OR_EXHIBITS,3
FEATURE_OF,HAS_OR_EXHIBITS,3
INVERSELY_RELATES_TO,CORRELATES_WITH,3
IS_STARTING_MATERIAL_FOR,OTHER,3
IS_DIFFICULT_TO_SYNTHESIZE_VIA,OTHER,3
TRANSFORMS_VIA,PRODUCES_OR_TRANSFORMS_TO,3
EXHIBITS_PROPERTIES_OF,HAS_OR_EXHIBITS,3
CAUSES_REAPPEARANCE_OF,CAUSES_OR_CONTRIBUTES_TO,3
PROPAGATES_VIA,OTHER,3
EXHIBITS_SHRINKAGE_OF,HAS_OR_EXHIBITS,3
SHOW_INCREASED_AREA_OF,PROMOTES_OR_INCREASES,3
FEATURED_IN,HAS_OR_EXHIBITS,3
EXHIBITS_SERRATIONS_DUE_TO,HAS_OR_EXHIBITS,3
RESEARCHED_FOR,OTHER,3
IS_CAST_VERSION_OF,OTHER,3
WAS_EXAMINED_WITH,OBSERVES_OR_MEASURES,3
WAS_TESTED_AS,OBSERVES_OR_MEASURES,3
COMBINES_PROPERTIES_OF,INTERACTS_WITH,3
CONTAINS_RESTRICTED,CONTAINS_OR_PART_OF,3
INCLUDES_WORK_FROM,CONTAINS_OR_PART_OF,3
DEMONSTRATES_DEPOSITION_OF,OBSERVES_OR_MEASURES,3
PUBLISHED_RESEARCH_ON,PUBLICATION_METADATA,3
CONTAINS_HIGH_VOLUME_FRACTION_OF,CONTAINS_OR_PART_OF,3
HAS_STIFFNESS_COEFFICIENT,HAS_OR_EXHIBITS,3
USED_IN_DEVELOPMENT_OF,USES_OR_APPLIES_TO,3
ENABLES_ADDITION_OF,PROMOTES_OR_INCREASES,3
IS_EARLY_FORM_OF,PRODUCES_OR_TRANSFORMS_TO,3
WORKED_FOR,OTHER,3
EXHIBIT_VARIATION_IN,HAS_OR_EXHIBITS,3
REQUIRES_VACUUM_MELTING_IN,DEPENDS_ON_OR_REQUIRES,3
DESIGNED_TO_AVOID,OTHER,3
HELD_CONSTANT_IN,OTHER,3
EXHIBITS_HIGH_SCATTER,HAS_OR_EXHIBITS,3
RE-MELTED_IN,OTHER,3
ENABLES_INTEGRATION_OF,PROMOTES_OR_INCREASES,3
STUDIED_IN_CONTEXT_OF,OBSERVES_OR_MEASURES,3
DETERMINES_MORPHOLOGY_OF,AFFECTS_OR_INFLUENCES,3
HAS_ADVANTAGES_OVER,HAS_OR_EXHIBITS,3
IS_MORE_EXPENSIVE_THAN,OTHER,3
CONTAINS_HIGH_AMOUNT_OF,CONTAINS_OR_PART_OF,3
IS_WELDED_WITH,OTHER,3
INITIATED_WITH,OTHER,3
PROMPTED_DEVELOPMENT_OF,PRODUCES_OR_TRANSFORMS_TO,3
GRADUATED_FROM,OTHER,3
DEMAND,OTHER,3
BECAME,OTHER,3
RENAMED_TO,OTHER,3
ELIMINATED,REDUCES_OR_INHIBITS,3
IS_USED_AS_DIE_MATERIAL_FOR,USES_OR_APPLIES_TO,3
EVALUATED_IN_PRESENCE_OF,OBSERVES_OR_MEASURES,3
IS_SAME_AS,OTHER,3
IS_FORGED_INTO,OTHER,3
CONDUCTED_OVER,OTHER,3
EXHIBITS_COARSENING_OF,HAS_OR_EXHIBITS,3
LIMITS_PRECIPITATION_OF,REDUCES_OR_INHIBITS,3
SHOWS_LOWER,OBSERVES_OR_MEASURES,3
SHOWS_HIGHER_VALUE_FOR,OBSERVES_OR_MEASURES,3
USED_FOR_CALIBRATION_OF,USES_OR_APPLIES_TO,3
OUTPERFORMS_IN,PRODUCES_OR_TRANSFORMS_TO,3
FIXES_PARAMETER,OTHER,3
PROTRUDE_FROM,OTHER,3
HAS_LOWER_DEPOSITION_RATE_THAN,HAS_OR_EXHIBITS,3
COMPILES,OTHER,3
FOCUSES,USES_OR_APPLIES_TO,3
RECEIVED_WHITE_PAPER_ON,OTHER,3
MAY_INTRODUCE,PRODUCES_OR_TRANSFORMS_TO,3
SUPPLIES_TO,OTHER,3
VARIES_WITH_DISTANCE_FROM,OTHER,3
CAN_BE_PRODUCED_BY,PRODUCES_OR_TRANSFORMS_TO,3
HAS_LOWER_UTS_THAN,HAS_OR_EXHIBITS,3
ENABLES_AIR_COOLING_AGING,PROMOTES_OR_INCREASES,3
DOES_NOT_VAPORIZE,NO_EFFECT_OR_EXCLUDES,3
MINIMIZES_FORMATION_OF,REDUCES_OR_INHIBITS,3
REMEDIED_BY,OTHER,3
PERFORMS_BETTER_THAN,PRODUCES_OR_TRANSFORMS_TO,3
INCLUDES_GUIDELINE,CONTAINS_OR_PART_OF,3
LOADS,OTHER,3
TRANSITIONS_TO_FRACTURE_MODE,PRODUCES_OR_TRANSFORMS_TO,3
VARIED_FOR,OTHER,3
CAN_BE_PERFORMED_IN,PRODUCES_OR_TRANSFORMS_TO,3
SHOWS_DECREASE,REDUCES_OR_INHIBITS,3
CLAD_ON,OTHER,3
DEMONSTRATES_PROCESS,OBSERVES_OR_MEASURES,3
SERVES_AS_BASE_FOR,OTHER,3
HAS_SIMILAR_PEAK_TEMPERATURE_AS,HAS_OR_EXHIBITS,3
ASSESS_PRECIPITATION_OF,PRODUCES_OR_TRANSFORMS_TO,3
CANNOT_ACCOUNT_FOR,OTHER,3
CONTEXTUALIZES,OTHER,3
ACCEPTED_IN,OTHER,3
HAS_SIMILAR_MANUFACTURING_PROCESS_TO,HAS_OR_EXHIBITS,3
EXTENDED_FOR,CONNECTS_OR_FLOWS_TO,3
HAS_PRIMARY_PRECIPITATE,HAS_OR_EXHIBITS,3
DEVELOPED_CONTROLLER_FOR,AFFECTS_OR_INFLUENCES,3
EXHIBITS_HIGHER_SUSCEPTIBILITY_TO,HAS_OR_EXHIBITS,3
EXHIBITS_CRACK_INITIATION_AT,HAS_OR_EXHIBITS,3
PRESENTS_AT,LOCATED_OR_OCCURS_IN,3
WAS_FOCUS_OF,OTHER,3
HAS_MEASURED_PARAMETER,HAS_OR_EXHIBITS,3
TO_BE_ASSESSED_FOR,OTHER,3
PREDICTS_POSITIVE_CORRELATION_WITH,CORRELATES_WITH,3
CAST_AS,OTHER,3
PROVIDE,PROMOTES_OR_INCREASES,3
RESULTS_IN_PRECIPITATION_OF,CAUSES_OR_CONTRIBUTES_TO,3
EXHIBITS_IDENTICAL_BEHAVIOR_AS,HAS_OR_EXHIBITS,3
DEFINES_FAILURE_FOR,DESCRIBES_OR_DEFINES,3
PERFORMS_SIMILARLY_TO,PRODUCES_OR_TRANSFORMS_TO,3
IMPROVES_DWELL_FCGR_RESISTANCE_OF,PROMOTES_OR_INCREASES,3
IS_EXPOSED_TO,PROCESSED_OR_SUBJECTED_TO,3
CAUSES_SERRATED_YIELDING_IN,CAUSES_OR_CONTRIBUTES_TO,3
ENRICHED_IN_ELEMENT,CONTAINS_OR_PART_OF,3
SHORTENS_LIFE_IN,OTHER,3
OXIDIZES_INTERNALLY_BENEATH,OTHER,3
CONTRIBUTES_TO_DEVELOPMENT_OF,CAUSES_OR_CONTRIBUTES_TO,3
DEPOSITED_AT,PRODUCES_OR_TRANSFORMS_TO,3
IS_NOT_SENSITIVE_TO,OTHER,3
EXHIBITS_SAME_BEHAVIOR_AS,HAS_OR_EXHIBITS,3
DECREASES_SUSCEPTIBILITY_TO,REDUCES_OR_INHIBITS,3
CAST_WITH,OTHER,3
SAME_ALLOY_DIFFERENT_VERSION,COMPARES_WITH,3
INVOLVES_OXIDATION_OF,CONTAINS_OR_PART_OF,3
SUPPLIED_TO,OTHER,3
EXHIBIT_LESS,HAS_OR_EXHIBITS,3
UTILIZES_LOWER_TEMP_TREATMENT_TO_CONTROL,AFFECTS_OR_INFLUENCES,3
AUTHORED_OR_EDITED,PUBLICATION_METADATA,3
IS_EXCEPTION_TO,OTHER,3
ATTRIBUTES_STRENGTH_TO,OTHER,3
CAUSES_POOR,CAUSES_OR_CONTRIBUTES_TO,3
CONTAINS_AS_A_SITE,CONTAINS_OR_PART_OF,3
INCREASES_RESISTANCE,PROMOTES_OR_INCREASES,3
HAS_PERSISTENT_STRENGTH_AT_TEMPERATURE,HAS_OR_EXHIBITS,3
IMPROVES_MECHANICAL_PROPERTIES_OF,PROMOTES_OR_INCREASES,3
SURPASSED,OTHER,3
SUPPRESSES_TRANSFORMATION_TO,REDUCES_OR_INHIBITS,3
IMPARTS_PROPERTIES_TO,CONTAINS_OR_PART_OF,3
ADDED_AS,PROCESSED_OR_SUBJECTED_TO,3
EXTENDS_CAPABILITY_OF,CONNECTS_OR_FLOWS_TO,3
CAUSES_EMBRITTLEMENT,CAUSES_OR_CONTRIBUTES_TO,3
EXHIBITS_SIMILAR_BEHAVIOR,HAS_OR_EXHIBITS,3
SUPPORT_DEVELOPMENT_OF,PROMOTES_OR_INCREASES,3
IS_MORE_DAMAGING_THAN,OTHER,3
FORMS_INITIAL_SCALE_ON,PRODUCES_OR_TRANSFORMS_TO,3
HAS_HIGHER_OXIDATION_RATE_THAN,HAS_OR_EXHIBITS,3
HAS_LOWER_OXIDATION_RATE_THAN,HAS_OR_EXHIBITS,3
SEGREGATES_DOPANT,LOCATED_OR_OCCURS_IN,3
SUFFICIENT_FOR,OTHER,3
NORMALLY_CONTAINS,CONTAINS_OR_PART_OF,3
DECREASE_DIFFUSION_OF,REDUCES_OR_INHIBITS,3
HIGH_IN,OTHER,3
REQUIRES_FORMATION_OF,PRODUCES_OR_TRANSFORMS_TO,3
EXHIBITS_MICROSTRUCTURE_IN,HAS_OR_EXHIBITS,3
INCREASES_SEVERITY_OF,PROMOTES_OR_INCREASES,3
ACTS_AS_RESERVOIR,OTHER,3
MATCHES_COMPOSITION_OF,CORRELATES_WITH,3
PARTICIPATES_IN_FORMATION,CONTAINS_OR_PART_OF,3
IS_DEPLETED_OF,OTHER,3
IS_PERFORMED_IN,PRODUCES_OR_TRANSFORMS_TO,3
ENABLES_LOW_GRADE_SCRAP_USE_FOR,PROMOTES_OR_INCREASES,3
HAS_LIMITED_RANGE,HAS_OR_EXHIBITS,3
CANNOT_BE_PROCESSED_BY,PROCESSED_OR_SUBJECTED_TO,3
AVOIDED_IN,OTHER,3
SCRUBS,OTHER,3
FORMS_STABLE_NITRIDE_WITH,PRODUCES_OR_TRANSFORMS_TO,3
DETRIMENTAL_IN,OTHER,3
REJECTED_TO,OTHER,3
MINIMIZE_DISTORTION_IN,REDUCES_OR_INHIBITS,3
STUDIED_MICROSTRUCTURE_OF,OBSERVES_OR_MEASURES,3
HAS_FLOW_DATA_DOCUMENTED,HAS_OR_EXHIBITS,3
HAS_ORIENTATION_VARIANT,HAS_OR_EXHIBITS,3
COMBINES_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,3
MAY_BE_SUITABLE_FOR,USES_OR_APPLIES_TO,3
EXCEEDS_IN_OXIDATION_RESISTANCE,REDUCES_OR_INHIBITS,3
REACTS_WITH_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,3
INCREASES_REACTION_RATE_OF,PROMOTES_OR_INCREASES,3
IS_UNSTABLE_IN,OTHER,3
DESCRIBES_DEVELOPMENT_OF,DESCRIBES_OR_DEFINES,3
COMPETES_IN,OTHER,3
EXPERIENCES_FORCE_FROM,OTHER,3
DESIRABLE_PROPERTY,OTHER,3
CAUSES_CORROSION_OF,CAUSES_OR_CONTRIBUTES_TO,3
HAS_CRACK_INITIATION_SITES,HAS_OR_EXHIBITS,3
CONTAINS_W,CONTAINS_OR_PART_OF,3
EQUAL_TO,CORRELATES_WITH,3
RESTRAINS_LATTICE_MISMATCH_WITH,CORRELATES_WITH,3
PASSIVATED_WITH,OTHER,3
EXHIBITS_DELAMINATION_UNDER,HAS_OR_EXHIBITS,3
DELAMINATES_UNDER,OTHER,3
QUANTIFIES_ADHESION_OF,MODELS_OR_PREDICTS,3
LOCATES_NEAR,LOCATED_OR_OCCURS_IN,3
GENERATED_DURING,PRODUCES_OR_TRANSFORMS_TO,3
CONSUMED_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,3
CONTAINS_TRACE_OF,CONTAINS_OR_PART_OF,3
MIMICS_BEHAVIOR_OF,OTHER,3
INCREASES_PROPORTION,PROMOTES_OR_INCREASES,3
USED_IN_PREPARING,USES_OR_APPLIES_TO,3
USED_IN_RESEARCH,USES_OR_APPLIES_TO,3
REQUIRES_MODULATION_OF,AFFECTS_OR_INFLUENCES,3
ANNIHILATED_AT,OTHER,3
TESTED_UNDER_SAME_CONDITIONS_AS,OBSERVES_OR_MEASURES,3
EXHIBITS_GRADIENT_NEAR,HAS_OR_EXHIBITS,3
CORRESPONDS_WITH,CORRELATES_WITH,3
HAS_VALUE_IN_RANGE,HAS_OR_EXHIBITS,3
HAS_HIGHER_BONDING_STRENGTH_THAN,HAS_OR_EXHIBITS,3
SLOWS_PROPAGATION_OF,OTHER,3
FINE_TUNED_ON,OTHER,3
HAS_MRO_PERCENTAGE,HAS_OR_EXHIBITS,3
EXHIBITS_ENHANCED_NUCLEATION_OF,HAS_OR_EXHIBITS,3
EXHIBITS_DENSER,HAS_OR_EXHIBITS,3
FOLLOWS_TREND_OF,TEMPORAL_ORDER,3
ENHANCES_PERFORMANCE_AT,PROMOTES_OR_INCREASES,3
ABSENCE_LEADS_TO,CAUSES_OR_CONTRIBUTES_TO,3
LEADS_TO_ENRICHMENT_OF,CAUSES_OR_CONTRIBUTES_TO,3
EXPONENTIALLY_DEPENDS_ON,DEPENDS_ON_OR_REQUIRES,3
COMBINES_WITH_DFT_TO_STUDY,INTERACTS_WITH,3
IS_A_SURFACE_OF,IS_A,3
DERIVE,PROCESSED_OR_SUBJECTED_TO,3
DISSOCIATE_TO,OTHER,3
CONFIRMS_BOND_STRENGTH_OF,OBSERVES_OR_MEASURES,3
ENABLES_ADSORPTION_OF,PROMOTES_OR_INCREASES,3
PERFORMED_OVER,PRODUCES_OR_TRANSFORMS_TO,3
EXHIBITS_HOLE_LOCALIZATION_ON,HAS_OR_EXHIBITS,3
CAN_ADOPT,OTHER,3
INTERCALATED_IN,OTHER,3
PROVIDES_GRANT,PROMOTES_OR_INCREASES,3
GOVERNS_NUCLEATION_OF,AFFECTS_OR_INFLUENCES,3
INCLUDES_COEFFICIENT,CONTAINS_OR_PART_OF,3
IS_LOADED_INTO,OTHER,3
IMITATES,OTHER,3
SHOWS_BOUNDARY_OF,OBSERVES_OR_MEASURES,3
BONDS_IN,OTHER,3
EXHIBITS_ORDERING_BEHAVIOR,HAS_OR_EXHIBITS,3
IS_FIRST-NEAREST_NEIGHBOR_OF,OTHER,3
PROVIDES_INPUT,PROMOTES_OR_INCREASES,3
HAS_TWIN_ORIENTATION_WITH,HAS_OR_EXHIBITS,3
IS_INTERSECTION_OF,OTHER,3
HAS_FRANK_VECTOR,HAS_OR_EXHIBITS,3
HAS_CONNECTIVITY,HAS_OR_EXHIBITS,3
IS_MORE_FAVORABLE_THAN,OTHER,3
BINDS_AT,OTHER,3
IS_BOUND_IN,OTHER,3
ALLOWS_VARIANT,OTHER,3
FACILITATES_ADVANCEMENT_OF,PROMOTES_OR_INCREASES,3
ENRICHES_WITH,OTHER,3
SHOULD_BE_STUDIED_IN,OBSERVES_OR_MEASURES,3
RECOMMENDED_FOR_STUDYING,OTHER,3
USES_FOR,USES_OR_APPLIES_TO,3
AVAILABLE_AT,OTHER,3
CAUSES_SHIFT_TO,CAUSES_OR_CONTRIBUTES_TO,3
HAS_CORRESPONDING,HAS_OR_EXHIBITS,3
CONTAINS_MODEL_OF,CONTAINS_OR_PART_OF,3
EXPANDS_TOWARD,OTHER,3
DID_NOT_EXHIBIT,HAS_OR_EXHIBITS,3
HAS_Hcj_COMPARABLE_TO,HAS_OR_EXHIBITS,3
MAINTAINS_COHERENCE_WITH,OTHER,3
REDUCES_DAMAGE_TO,REDUCES_OR_INHIBITS,3
SLOWS_TRANSFORMATION_TO,PRODUCES_OR_TRANSFORMS_TO,3
DEVELOP_IN,PRODUCES_OR_TRANSFORMS_TO,3
GROWS_AS,OTHER,3
EQUALIZES_FREE_ENERGY_WITH,CORRELATES_WITH,3
FORMED_AFTER,PRODUCES_OR_TRANSFORMS_TO,3
TRIGGERS_TRANSFORMATION_TO,CAUSES_OR_CONTRIBUTES_TO,3
ENERGIZES,OTHER,3
ENABLES_TESTING_OF,PROMOTES_OR_INCREASES,3
INFLUENCES_ANISOTROPY_AT,AFFECTS_OR_INFLUENCES,3
TESTED_AS_ORIENTATION_OF,OBSERVES_OR_MEASURES,3
USES_TECHNOLOGY,USES_OR_APPLIES_TO,3
RELIED_ON,OTHER,3
INHIBITS_GRAIN_GROWTH,REDUCES_OR_INHIBITS,3
INSTALLED_ON,OTHER,3
EXHIBITS_SCUFFING_AT,HAS_OR_EXHIBITS,3
HAS_GRAIN_REFINER,HAS_OR_EXHIBITS,3
IMPROVES_PLASTICITY_OF,PROMOTES_OR_INCREASES,3
USED_FOR_JOINING,USES_OR_APPLIES_TO,3
ENABLES_JOINING_OF,PROMOTES_OR_INCREASES,3
REVISED_TO,OTHER,3
FAILED_DUE_TO,OTHER,3
FEEDS_BACK_TO,OTHER,3
SUPPLIER_RELATIONSHIP_WITH,CORRELATES_WITH,3
PROMPTS_STANDARD_FOR,OTHER,3
IS_SOLUTION_TREATED_AT,PROCESSED_OR_SUBJECTED_TO,3
HAS_BASE_STRUCTURE,HAS_OR_EXHIBITS,3
USED_IN_SAME_APPLICATION,USES_OR_APPLIES_TO,3
IS_EQUIPMENT_FOR,OTHER,3
CONTROLS_TO_ULTRA_LOW_LEVELS,AFFECTS_OR_INFLUENCES,3
CHANGES_DUE_TO,OTHER,3
CO_LOCATES_WITH,LOCATED_OR_OCCURS_IN,3
MATCHES_PROPERTIES_OF,CORRELATES_WITH,3
CONTAINS_HIGH_LEVEL_OF,CONTAINS_OR_PART_OF,3
HAS_LOWER_MAX_USE_TEMPERATURE_THAN,HAS_OR_EXHIBITS,3
PROCESSED_TO_HAVE,PROCESSED_OR_SUBJECTED_TO,3
SPECIFIES_PROPERTY_FOR,OTHER,3
HAS_VARIANT_IN,HAS_OR_EXHIBITS,3
REDUCES_PLASTICITY_OF,REDUCES_OR_INHIBITS,3
ENABLES_WELDING_OF,PROMOTES_OR_INCREASES,3
USED_TO_REPAIR,USES_OR_APPLIES_TO,3
HAS_REPEATED_BEND_COUNT,HAS_OR_EXHIBITS,3
CAUSES_MICROSTRUCTURAL_CHANGE_IN,CAUSES_OR_CONTRIBUTES_TO,3
IS_PERCENTAGE_OF,OTHER,3
OPERATES_IN_TEMP_RANGE,OTHER,3
SERVES_AS_RAW_MATERIAL_FOR,OTHER,3
MAXIMIZED_AT,OTHER,3
PRECIPITATES_AT_GRAIN_BOUNDARIES_IN,PRODUCES_OR_TRANSFORMS_TO,3
FORMS_DURING_SOLIDIFICATION_IN,PRODUCES_OR_TRANSFORMS_TO,3
CONTAINS_DECREASED,CONTAINS_OR_PART_OF,3
THICKNESS_INCREASES_WITH,PROMOTES_OR_INCREASES,3
PRESENT_IN_INTERFACE_WITHOUT_INTERLAYERS,LOCATED_OR_OCCURS_IN,3
PRESENT_IN_INTERFACE_WITH_INTERLAYERS,LOCATED_OR_OCCURS_IN,3
HAS_VARIABLE_COMPOSITION,HAS_OR_EXHIBITS,3
SHARES_STRUCTURE_TYPE_WITH,OTHER,3
CAN_BE_MELTED_VIA,OTHER,3
ALTERNATIVELY_PROCESSED_BY,AFFECTS_OR_INFLUENCES,3
INHIBITS_TRANSFORMATION_TO,REDUCES_OR_INHIBITS,3
COARSENS_VIA,OTHER,3
ENHANCES_MECHANICAL_PROPERTIES_OF,PROMOTES_OR_INCREASES,3
RESISTANT_TO,REDUCES_OR_INHIBITS,3
SAME_ALLOY_DIFFERENT_FORM,PRODUCES_OR_TRANSFORMS_TO,3
LIFE_DECREASES_WITH,REDUCES_OR_INHIBITS,3
STRENGTH_INCREASES_WITH,PROMOTES_OR_INCREASES,3
COORDINATED,OTHER,3
REGISTERS,OTHER,3
HAS_HARDNESS_DATA,HAS_OR_EXHIBITS,3
HAS_HIGHER_CORROSION_THAN,HAS_OR_EXHIBITS,3
HAS_SIMILAR_CORROSION_BEHAVIOR_AS,HAS_OR_EXHIBITS,3
SUSCEPTIBLE_TO_SCC_IN,OTHER,3
IS_NON_CORROSIVE_TO,OTHER,3
EXHIBITS_SUPERIOR_RESISTANCE_IN,HAS_OR_EXHIBITS,3
HAS_HIGHER_PERFORMANCE_THAN,HAS_OR_EXHIBITS,3
INCLUDES_WITHOUT_IMPACT,CONTAINS_OR_PART_OF,3
CAN_SUBSTITUTE,OTHER,3
GENERATES_RISK_OF,PRODUCES_OR_TRANSFORMS_TO,3
HAS_SIMILAR_STRENGTH_AS,HAS_OR_EXHIBITS,3
MUST_NOT_USE,OTHER,3
HAS_LIMITED_RESISTANCE_TO,HAS_OR_EXHIBITS,3
PROHIBITED_IN,OTHER,3
CAUSES_SCC_IN,CAUSES_OR_CONTRIBUTES_TO,3
REDUCES_CRACK_ACCELERATION_IN,PROMOTES_OR_INCREASES,3
HAS_HIGHER_PURITY_THAN,HAS_OR_EXHIBITS,3
ALSO_USES,USES_OR_APPLIES_TO,3
ENABLES_RESISTANCE_TO,PROMOTES_OR_INCREASES,3
IS_A_TECHNIQUE_OF,IS_A,3
EXPLAINS_MECHANISM_OF,DESCRIBES_OR_DEFINES,3
HAS_LOWER_PITTING_RESISTANCE_THAN,HAS_OR_EXHIBITS,3
CAN_BE_ROLLED_INTO,OTHER,3
USED_AS_CLADDING,USES_OR_APPLIES_TO,3
IS_LESS_HARMFUL_TO,OTHER,3
ALLOYED_AS,OTHER,3
EXCEEDS_STRENGTH_OF,COMPARES_WITH,3
REDUCES_WEAR_OF,REDUCES_OR_INHIBITS,3
FORMS_REACTION_LAYER_WITH,PRODUCES_OR_TRANSFORMS_TO,3
OFFERS_ADVANTAGES_OVER,OTHER,3
DESIGNED_TO_MATCH,CORRELATES_WITH,3
SETS_VALUE_OF,OTHER,3
ASSERTS,OTHER,3
IS_FACTOR_OF,OTHER,3
IS_FED_INTO,OTHER,3
REDUCES_LOSS_OF,REDUCES_OR_INHIBITS,3
PROVIDES_HEAT_FOR,PROMOTES_OR_INCREASES,3
INCLUDES_QUANTIFIABLE_PARAMETER,CONTAINS_OR_PART_OF,3
STABILIZES_AFTER,PROMOTES_OR_INCREASES,3
